epoch,loss,val_loss
0,0.02135304826953319,0.015392681875669244
1,0.016907961594025467,0.014851183125480491
2,0.01628352667934678,0.014595611391598312
3,0.015946285816531933,0.014527843257328912
4,0.015949576756990543,0.014765836724742729
