epoch,loss,val_loss
0,0.04111637842019077,0.019942261681739074
1,0.02142294133505097,0.018722502195012213
2,0.019315169242111584,0.01764445620315585
3,0.018366736504200013,0.017534077976047252
4,0.017620885821190323,0.016824610000800582
