epoch,loss,val_loss
0,0.25823482581245244,0.24305112954368313
1,0.2294246006283837,0.2301328490058254
2,0.21619091883164854,0.21523955040637868
3,0.20223621125363986,0.2102372566965881
4,0.19001018099479747,0.2076666965901361
