epoch,loss,val_loss
0,0.03762885397120466,0.014449337608556248
1,0.015873925834569636,0.013757836101437682
2,0.014402367039012775,0.013317769059716766
3,0.013591218465625053,0.012866656717598735
4,0.012949845868069505,0.012485627835588669
