epoch,loss,val_loss
0,0.25566835821826583,0.23307877992285136
1,0.2291453587440588,0.22371339900837886
2,0.21580643522369358,0.21472863845428083
3,0.20172984492167062,0.20508470711374374
4,0.1887592565637621,0.19768628788530412
