epoch,loss,val_loss
0,0.3629254193426047,0.26250693885263876
1,0.24708991814233625,0.23828935524079525
2,0.22886409583369652,0.23433205189963094
3,0.21789118900097432,0.23395098573124204
4,0.2102662537071121,0.2371792414374862
