epoch,loss,val_loss
0,0.35491255143321615,0.2619848206044753
1,0.2606311468316061,0.2469685913510078
2,0.24134351232873513,0.24428983767852516
3,0.22951355733220472,0.24355084493878976
4,0.22191214707783594,0.2456615581834822
