epoch,loss,val_loss
0,0.45273815014711993,0.3075778905238586
1,0.3502253304563975,0.45545211264496743
2,0.5006671182275536,0.35002002733428694
3,0.3821370379529046,0.6509951135265141
4,0.3616842132959707,0.6323656881436885
