epoch,loss,val_loss
0,0.2544746010466622,0.2321530635727592
1,0.22761616465748583,0.22224039238529011
2,0.21237884323582606,0.21762359754770447
3,0.19689103855262047,0.2151341459432533
4,0.17993987513553278,0.21382570689505154
5,0.1616624409535243,0.2191979567637694
6,0.1486007700714651,0.23283375496725406
7,0.1364464731766032,0.24572421811365341
